longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,phone,forwardPE,currentPrice,recommendationKey,marketCap,recommendationMean
"The fund will invest at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. The index is a free float-adjusted market capitalization weighted index designed to measure equity market performance of securities from the following 10 developed and emerging market countries or regions: China, Hong Kong, India, Indonesia, Malaysia, the Philippines, Singapore, South Korea, Taiwan and Thailand.",86400,2,72.66,71.37,71.29,72.41,72.66,71.37,71.29,72.41,15.231427,918359,918359,578335,719450,719450,71.81,72.09,200,200,0.0186,2468910080,63.16,82.25,73.247,73.15515,,,73.21617,USD,Pacific/Asia ex-Japan Stk,0.012330299,1.02,iShares,1218585600,Exchange Traded Fund,-0.0173271,0.0181114,NGM,ETF,AAXJ,AAXJ,iShares MSCI All Country Asia e,iShares MSCI All Country Asia ex Japan ETF,1218807000,America/New_York,EST,6c990771-2843-3a26-8655-448750ce6005,finmb_47521309,-18000000,,1-800-474-2737,,,,,
"The Portfolio, using a market capitalization weighted approach, is designed to purchase securities of small, non-U.S. companies in countries with developed markets. The Portfolio may emphasize certain stocks, including smaller capitalization companies, lower relative price stocks, and/or higher profitability stocks as compared to their representation in the small-cap segment of developed non-U.S. markets.",86400,2,25.19,24.74,24.66,24.99,25.19,24.74,24.66,24.99,13.17929,350750,350750,502890,483980,483980,24.82,24.87,1000,900,0.0219,2260354048,23.14,27.08,24.8857,25.340336,,,25.14,USD,Foreign Small/Mid Blend,0.0246386,,Dimensional Fund Advisors,1647993600,Exchange Traded Fund,,,BTS,ETF,DFIS,DFIS,Dimensional ETF Trust Dimension,Dimensional International Small Cap ETF,1648128600,America/New_York,EST,a33f0769-d9e9-389e-bc05-4521a718db8b,finmb_1760559252,-18000000,,512-306-7400,,,,,
"The fund will invest at least 80% of its net assets in fixed income securities and in ETFs and closed-end funds that invest substantially all of their assets in fixed income securities. It uses a low duration strategy to seek to outperform the ICE BofA US Treasury Bill Index in addition to providing returns in excess of those available in U.S. Treasury bills, government repurchase agreements, and money market funds, while seeking to provide preservation of capital and daily liquidity.",86400,2,50.12,50.11,50.11,50.13,50.12,50.11,50.11,50.13,,1062629,1062629,554760,640900,640900,50.11,50.13,3100,4000,0.0531,2439098624,49.75,50.37,50.1142,50.07275,,,50.06,USD,Ultrashort Bond,0.0033711002,0.08,Invesco,1202774400,Exchange Traded Fund,0.041167997,0.0276317,PCX,ETF,GSY,GSY,Invesco Ultra Short Duration ET,Invesco Ultra Short Duration ETF,1202826600,America/New_York,EST,9862c0a9-dd61-38e8-b607-7504d289dd09,finmb_41075875,-18000000,,,,,,,
"Under normal circumstances, the fund invests at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in equity securities, namely common or preferred shares of U.S. or non-U.S. companies, shares of other investment companies that invest primarily in equity securities, and depositary receipts, such as American Depositary Receipts (“ADRs”) and Global Depositary Receipts (“GDRs”), representing an interest in a foreign equity security. The fund is non-diversified.",86400,2,29.42,29.575,28.97,29.34,29.42,29.575,28.97,29.34,21.86402,235172,235172,111016,95180,95180,29.24,29.26,1200,1100,,2223849728,24.645,29.69,28.66234,27.07564,,,29.532,USD,Large Blend,0.0609731,,"Eagle Capital Management, LLC",1710979200,Exchange Traded Fund,,,PCX,ETF,EAGL,EAGL,The 2023 ETF Series Trust Eagle,Eagle Capital Select Equity ETF,1711373400,America/New_York,EST,129fa4ad-3267-35ba-b84a-83651a664a2e,finmb_1843220037,-18000000,,,,,,,
"The index reflects the performance of a selection of companies that, in aggregate, offer broad exposure to publicly-traded developed- and emerging-market infrastructure companies, including U.S. companies, as defined by STOXX Ltd. (the ""index provider"") pursuant to its index methodology. Under normal circumstances, the fund will invest at least 80% of its total assets in the securities of the index and in ADRs and GDRs based on the securities in the index.",86400,2,55.46,54.73,54.64,55.52,55.46,54.73,54.64,55.52,17.73637,109947,109947,104986,179590,179590,53.25,56.06,900,1100,0.033299997,2341410816,51.25,59.97,55.9982,55.9753,,,55.7683,USD,Infrastructure,0.027423799,0.87,Flexshares Trust,1381190400,Exchange Traded Fund,0.0279771,0.0292652,PCX,ETF,NFRA,NFRA,FlexShares STOXX Global Broad I,FlexShares STOXX Global Broad Infrastructure Index Fund,1381325400,America/New_York,EST,a084bf71-2913-32da-b184-b3ebc676bb76,finmb_243871626,-18000000,,1-855-353-9383,,,,,
"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.",86400,2,83.115,82.04,82.04,83.23,83.115,82.04,82.04,83.23,21.075865,123113,123113,248950,71290,71290,82.48,88.6,1100,1200,0.0197,2294952448,70.44,85.39,81.7488,78.8193,,,83.06303,USD,Large Value,0.050740197,0.8,iShares,1253577600,Exchange Traded Fund,0.090225294,0.095563896,PCX,ETF,IWX,IWX,iShares Russell Top 200 Value E,iShares Russell Top 200 Value ETF,1254144600,America/New_York,EST,01311a98-3b38-3092-8a16-75bbcd49ae34,finmb_69077302,-18000000,,1-800-474-2737,,,,,
"The fund will normally invest at least 80% of its total assets in securities of issuers that comprise the underlying index. The underlying index is designed to reflect the price fluctuation and performance of the China A-Share market and is composed of the 300 largest and most liquid stocks in the China A-Share market. The underlying index includes small-cap, mid-cap, and large-cap stocks. It is non-diversified.",86400,2,26.0,25.68,25.65,26.025,26.0,25.68,25.65,26.025,13.728186,13202183,13202183,9771643,8876240,8876240,25.63,25.97,40700,800,0.0113,2831978496,21.73,35.72,26.6128,25.43775,,,26.331,USD,China Region,-0.0018889,0.7,Xtrackers,1383696000,Exchange Traded Fund,-0.098006,-0.003064,PCX,ETF,ASHR,ASHR,Xtrackers Harvest CSI 300 China,Xtrackers Harvest CSI 300 China A-Shares ETF,1383748200,America/New_York,EST,b602a49f-4215-3285-a909-d836193805aa,finmb_232556165,-18000000,,2122505883,,,,,
The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index as well as American depositary receipts (“ADRs”) and global depositary receipts (“GDRs”) that represent securities in the underlying index. The underlying index is designed to track the performance solely of those stocks of mid- and large-cap companies within the Parent Index that are located in the United States or Canada. The fund is non-diversified.,86400,2,24.812,24.36,24.325,24.6341,24.812,24.36,24.325,24.6341,27.937426,1091,1091,185,95,95,24.62,24.68,,,,2330394880,23.87,25.0735,24.516447,24.516447,,,25.01,USD,Global Large-Stock Blend,0.0145875,,Invesco,1733702400,Exchange Traded Fund,,,PCX,ETF,KLMN,KLMN,Invesco Exchange-Traded Fund Tr,Invesco MSCI North America Climate ETF,1733927400,America/New_York,EST,6fb58505-5d26-3304-979f-af8440885033,finmb_1898774156,-18000000,,,,,,,
"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index is composed of large- and mid-capitalization equity securities from the STOXX USA 900 index that are selected and weighted using an optimization process designed to maximize exposure to five target factors: momentum, quality, value, low volatility and size.",86400,2,62.41,61.33,61.3103,62.2605,62.41,61.33,61.3103,62.2605,25.504171,107983,107983,124015,120490,120490,61.83,62.16,1100,1400,0.0123000005,2289927680,49.67,63.35,61.7701,57.747276,,,62.88623,USD,Large Blend,0.0425849,0.99,iShares,1430179200,Exchange Traded Fund,0.1493002,0.1411185,PCX,ETF,LRGF,LRGF,iShares U.S. Equity Factor ETF,iShares U.S. Equity Factor ETF,1430400600,America/New_York,EST,17faa724-8f59-368f-b65b-aa9d211eb617,finmb_282865864,-18000000,,1-800-474-2737,,,,,
"The fund is an actively managed exchange-traded fund (""ETF"") that seeks to achieve attractive risk adjusted returns by investing in commodity futures contracts, exchange-traded commodity linked instruments, and commodity linked total return swaps (collectively, ""Commodities Instruments"") through a wholly-owned subsidiary of the fund organized under the laws of the Cayman Islands (the ""Subsidiary""). The advisor expects to gain exposure to these investments exclusively by investing in the Subsidiary.",86400,2,24.86,25.03,24.93,25.11,24.86,25.03,24.93,25.11,,742959,742959,476135,609120,609120,25.05,25.1,500,500,0.0306,2211364096,22.215,25.236,24.107,23.7538,,,24.95,USD,Commodities Broad Basket,0.042206403,0.83,First Trust,1382400000,Exchange Traded Fund,0.0672177,0.1160294,NGM,ETF,FTGC,FTGC,First Trust Global Tactical Com,First Trust Global Tactical Commodity Strategy Fund,1382535000,America/New_York,EST,762fb3b6-4e67-3a7a-a1f1-f3d58715d050,finmb_244843957,-18000000,,630.765.8000,,,,,
"The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2028 (collectively, ""2028 Bonds"").",86400,2,20.2,20.19,20.16,20.2,20.2,20.19,20.16,20.2,,1489842,1489842,628370,669700,669700,20.17,20.18,200,100,0.0454,2220745728,19.65,20.7,20.1896,20.19945,,,20.13,USD,Target Maturity,0.0042442,0.84,Invesco,1533772800,Exchange Traded Fund,0.0049294,0.0120305,NGM,ETF,BSCS,BSCS,Invesco BulletShares 2028 Corpo,Invesco BulletShares 2028 Corporate Bond ETF,1533821400,America/New_York,EST,ece05ebe-c650-338e-bfec-265cdbd6746f,finmb_572378000,-18000000,,(800) 983-0903,,,,,
The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The fund is non-diversified.,86400,2,72.923,71.7,71.7,72.5513,72.923,71.7,71.7,72.5513,29.01525,607,607,85328,31730,31730,72.38,72.7,500,500,0.0119,2251858432,58.717,73.519,71.84544,67.16771,,,72.96404,USD,Large Blend,0.0169563,,iShares,1686009600,Exchange Traded Fund,,,NGM,ETF,USCL,USCL,iShares Climate Conscious & Tra,Ishares Climate Conscious & Transition MSCI USA ETF,1687440600,America/New_York,EST,fe7b531d-daf7-372d-ab58-21a1cc763e37,finmb_1830500742,-18000000,,1-800-474-2737,,,,,
"The fund invests at least 80% of its total assets in the securities of its underlying index. It also invests at least 80% of its total assets in preferred securities that are domiciled in, principally traded in or whose revenues are primarily from the U.S. The underlying index is designed to track the broad-based performance of the U.S. preferred securities market.",86400,2,19.698,19.52,19.52,19.665,19.698,19.52,19.52,19.665,,821422,821422,762048,626140,626140,19.5,20.1,1800,1200,0.064,2344413952,19.06,21.08,19.9479,20.032675,,,19.96,USD,Preferred Stock,0.024602799,1.38,Global X Funds,1505088000,Exchange Traded Fund,-0.0121446,0.0106305005,PCX,ETF,PFFD,PFFD,Global X U.S. Preferred ETF,Global X U.S. Preferred ETF,1505395800,America/New_York,EST,7afa0dbd-0c0f-363a-afd7-51ccf7e3cb51,finmb_528855653,-18000000,,+1 8884938631,,,,,
The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index aims to consistently represent the top 95% of U.S.-traded stocks based on a float-adjusted market capitalization.,86400,2,147.44,144.87,144.4997,146.8679,147.44,144.87,144.4997,146.8679,27.165548,211909,211909,32111,27300,27300,145.28,149.58,1000,1100,0.0105,2288203520,119.58,149.4,146.1186,136.94675,1.254,0.008505154,148.829,USD,Large Blend,0.0397652,1.02,iShares,960768000,Exchange Traded Fund,0.12538591,0.14305471,PCX,ETF,IYY,IYY,iShares Dow Jones U.S. ETF,iShares Dow Jones U.S. ETF,961162200,America/New_York,EST,9395e5ce-6f3e-38ea-a587-57da16c1ff32,finmb_8796476,-18000000,,1-800-474-2737,,,,,
"The fund will invest at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index. The index consists of stocks exhibiting relatively higher momentum characteristics than the traditional market capitalization-weighted parent index, the MSCI World ex USA Index.",86400,2,39.21,38.51,38.42,38.9,39.21,38.51,38.42,38.9,19.525234,292971,292971,353833,411240,411240,38.68,38.79,2200,1200,0.0293,2277469184,34.65,41.2,38.4693,38.880074,,,39.22718,USD,Foreign Large Blend,0.048930503,0.95,iShares,1421107200,Exchange Traded Fund,0.0617295,0.0708473,PCX,ETF,IMTM,IMTM,iShares MSCI Intl Momentum Fact,iShares MSCI Intl Momentum Factor ETF,1422369000,America/New_York,EST,b2b3387c-2dde-356a-907f-f95fa87cc635,finmb_276220584,-18000000,,1-800-474-2737,,,,,
"Under normal market conditions, the fund invests at least 80% of its net assets (including investment borrowings) in first lien senior floating rate bank loans (“Senior Loans”). The fund invests in Senior Loans made predominantly to businesses operating in North America, but may also invest in Senior Loans made to businesses operating outside of North America.",86400,2,46.27,46.21,46.2,46.25,46.27,46.21,46.2,46.25,,276827,276827,281903,275010,275010,46.12,46.25,700,100,0.0757,2213748736,45.23,46.99,46.3218,46.1157,,,46.25,USD,Bank Loan,0.0064401003,0.23,First Trust,1367366400,Exchange Traded Fund,0.056954898,0.0482759,NGM,ETF,FTSL,FTSL,First Trust Senior Loan Fund,First Trust Senior Loan Fund,1367501400,America/New_York,EST,0677567a-d683-364c-9315-f2a84a14cbb2,finmb_207420199,-18000000,,,,,,,
"Under normal market conditions, the fund invests at least 80% of its net assets in bonds of U.S. issuers, including government, corporate debt, mortgage-backed and asset-backed securities. It invests predominantly in investment grade debt securities and, under normal market conditions, is generally expected to have sector, credit and duration exposures comparable to the Bloomberg U.S. Aggregate Bond Index, the fund's benchmark index. The fund may enter into various interest rate and credit-related derivatives, principally U.S. Treasury futures, interest rate swaps and credit default swaps.",86400,2,21.1081,21.24,21.08,21.1688,21.1081,21.24,21.08,21.1688,,212104,212104,315801,318910,318910,19.96,22.3,2900,900,0.040999997,2292238592,20.66,22.17,21.2011,21.367775,,,21.07,USD,Intermediate Core Bond,0.0004742,0.98,Franklin Templeton Investments,1568678400,Exchange Traded Fund,-0.0187257,-0.0060786996,PCX,ETF,FLCB,FLCB,Franklin U.S. Core Bond ETF,Franklin U.S. Core Bond ETF,1568899800,America/New_York,EST,d92066e2-623b-3d2e-a0ee-71810901691a,finmb_625571412,-18000000,,,,,,,
