symbol;fund_name;asset_class;assets;maxAge;ytdReturn;fiftyTwoWeekLow;fiftyTwoWeekHigh;fiftyDayAverage;navPrice;currency;category;threeYearAverageReturn;fiveYearAverageReturn;longBusinessSummary;bid;ask;bidSize;askSize
ARKK;ARK Innovation ETF;Equity;6,85E+12;86400;97939104;3685;64725;59476;6235;USD;Mid-Cap Growth;-536368;388451;"The fund is an actively-managed exchange-traded fund (""ETF"") that will invest under normal circumstances primarily (at least 65% of its assets) in domestic and foreign equity securities of companies that are relevant to the fund's investment theme of disruptive innovation. Its investments in foreign equity securities will be in both developed and emerging markets. The fund may invest in foreign securities listed on foreign exchanges as well as American Depositary Receipts (“ADRs”) and Global Depositary Receipts (“GDRs”). The fund is non-diversified.";6325;6336;3100;1000
AVDV;Avantis International Small Cap Value ETF;Equity;6,83E+12;86400;213583;5995;7131;661114;662884;USD;Foreign Small/Mid Value;612292;736771;The fund invests primarily in a diverse group of non-U.S. small cap value companies across market sectors, industry groups, and countries. Under normal market conditions, it will invest at least 80% of its assets in securities of small capitalization companies. The fund also may invest in derivative instruments such as futures contracts, currency forwards, and swap agreements.;6482;7121;800;1400
JIRE;JPMorgan International Research Enhanced Equity ETF;Equity;6,78E+12;86400;50931502;5755;671;60677;614752;USD;Foreign Large Blend;508985;586975;Under normal circumstances, the fund invests at least 80% of its assets in equity securities. It seeks to outperform the MSCI EAFE Index over time while maintaining similar risk characteristics, including sector and geographic risks. In implementing its strategy, the fund primarily invests in securities included within the universe of the index. In addition, it may also invest in securities not included within the index. The fund only invests in the securities of companies located in developed markets.;456;6155;800;1100
JGLO;JPMorgan Global Select Equity ETF Global Select Equity ETF;Equity;6,74E+12;86400;439707;5504;64096;619272;626029;USD;Global Large-Stock Blend;;;"The fund invests primarily in equity securities of companies in global developed markets. The fund also may invest in global emerging markets. Global developed markets include Australia, Canada, Israel, Japan, New Zealand, Singapore, the United Kingdom, the United States, most of the countries of Western Europe and Hong Kong; global emerging markets include most of the other countries in the world.";612;6159;300;300
MGC;Vanguard Mega Cap ETF;Equity;6,74E+12;86400;368664;17621;22153;216213;22049;USD;Large Blend;1407397;15701121;The fund employs an indexing investment approach designed to track the performance of the index. The index is a float-adjusted, market-capitalization-weighted index designed to measure equity market performance of mega-capitalization stocks in the U.S. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.;21643;22065;900;2200
ITA;iShares U.S. Aerospace & Defense ETF;Equity;6,73E+12;86400;78225;12188;15958;1504648;15670116;USD;Industrials;1617795;729046;The index measures the performance of the aerospace and defense sector of the U.S. equity market, as defined by SPDJI. The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The fund is non-diversified.;15673;1591;1100;800
IJT;iShares S&P Small-Cap 600 Growth ETF;Equity;6,73E+12;86400;403339;12045;15205;141594;14087096;USD;Small Growth;502813;85220404;The index measures the performance of the small-capitalization growth sector of the U.S. equity market. The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.;1389;13961;200;200
VPU;Vanguard Utilities ETF;Equity;6,7E+12;86400;48035696;12805;18004;168754;17132;USD;Utilities;817179;591936;The fund employs an indexing investment approach designed to track the performance of the index, an index made up of stocks of large, mid-size, and small U.S. companies within the utilities sector, as classified under the GICS. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified.;16161;17213;900;800
IOO;iShares Global 100 ETF;Equity;6,67E+12;86400;302669;8373;10447;1015186;10378976;USD;Global Large-Stock Blend;1381734;1534689;The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The fund is non-diversified.;9602;10111;800;1000
IBB;iShares Biotechnology ETF;Equity;6,56E+12;86400;384994;1236;15057;1363704;13733289;USD;Health;217593;35481602;The fund generally will invest at least 80% of its assets in the component securities of its underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified.;1335;14198;100;100
SHYG;iShares 0-5 Year High Yield Corporate Bond ETF;Fixed Income;6,51E+12;86400;14081201;416;4345;42944;4308403;USD;High Yield Bond;517499;442807;The index is designed to reflect the performance of U.S. dollar-denominated high yield corporate debt. The fund will invest at least 80% of its assets in the component securities of the underlying index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that BFA believes will help the fund track the underlying index.;4288;435;2200;3000
TFLO;iShares Treasury Floating Rate Bond ETF;Fixed Income;6,47E+12;86400;31702;5036;5071;505368;5061185;USD;Ultrashort Bond;42365197;25771301;The fund will invest at least 80% of its assets in the component securities of the underlying index and will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the underlying index. The underlying index is a market capitalization-weighted index that measures the performance of floating rate public obligations of the U.S. Treasury.;505;5051;38800;36100
BUFR;FT Vest Laddered Buffer ETF;Equity;6,33E+12;86400;206761;2707;3135;306782;3109;USD;Defined Outcome;103408806;;The fund seeks to achieve its investment objective by providing investors with U.S. large-cap equity market exposure while attempting to limit downside risk through a laddered portfolio of twelve FT Cboe Vest U.S. Equity Buffer ETFs. Under normal market conditions, it will invest substantially all of its assets in the Underlying ETFs, which seek to provide investors with returns that match the price return of the SPDR S&P 500 ETF Trust, up to a predetermined upside cap, while providing a buffer against the first 10% of SPY losses, over a defined one-year period. The fund is non-diversified.;2789;3381;800;3100
